SPORTS;https://www.irishtimes.com/sport/other-sports/ronnie-o-sullivan-snooker-s-next-generation-are-so-bad-1.4326082;irishtimes.com;2020-08-10 04:52:30;Ronnie O’Sullivan: Snooker’s next generation are ‘so bad’;en
WORLD;https://allafrica.com/stories/202008040858.html;allafrica.com;2020-08-04 14:55:43;Africa: Celebrating Africa's Influential and Iconic Women;en
TECHNOLOGY;https://www.nme.com/news/gaming-news/new-accessibility-options-for-watch-dogs-legion-revealed-2729172;nme.com;2020-08-17 05:37:00;New accessibility options for ‘Watch Dogs: Legion’ revealed;en
NATION;https://www.peacefmonline.com/pages/politics/politics/202008/423934.php;peacefmonline.com;2020-08-17 14:22:02;Mahama Bows Out Of Presidential Race | Politics | Peacefmonline.com;en
SPORTS;https://www.sportskeeda.com/football/psg-fined-and-tuchel-warned-by-uefa-over-late-champions-league-kick-off;sportskeeda.com;2020-08-14 17:28:09;PSG fined and Tuchel warned by UEFA over late Champions League kick-off;en
SPORTS;https://spacecityscoop.com/2020/08/12/houston-rockets-news-russell-westbrook-strains-quad-injury/;spacecityscoop.com;2020-08-12 20:40:00;Houston Rockets news: Russell Westbrook strains quad, to be evaluated;en
SPORTS;https://basketball.realgm.com/wiretap/259033/Members-Of-Blazers-Tried-To-Get-Trevor-Ariza-Added-Back-To-Roster;basketball.realgm.com;2020-08-05 15:38:00;Members Of Blazers Tried To Get Trevor Ariza Added Back To Roster;en
ENTERTAINMENT;https://www.joblo.com/movie-news/french-cinema-owner-trashes-mulan-display-in-protest-against-disney-release;joblo.com;2020-08-06 16:41:00;French cinema owner trashes Mulan display in protest against Disney+ release;en
SPORTS;https://www.mirror.co.uk/sport/football/news/neco-williams-outlines-sadio-manes-22536489;mirror.co.uk;2020-08-17 18:11:00;Neco Williams outlines Sadio Mane's role after signing new Liverpool contract;en
NATION;https://www.dawn.com/news/1573649;dawn.com;2020-08-10 11:07:32;PM Imran meets UNGA president-elect, urges UN to play its role in Indian occupied Kashmir;en
BUSINESS;https://www.todayonline.com/singapore/after-cccs-probe-grabfood-and-deliveroo-open-food-delivery-eateries-using-shared-kitchen;todayonline.com;2020-08-05 06:54:47;After CCCS probe, GrabFood and Deliveroo open up food delivery to eateries using shared kitchen;en
BUSINESS;https://www.aeresearch.net/light-field-imaging-display-market-270997;aeresearch.net;2020-08-12 09:36:28;Light Field Imaging & Display Market: Development Factors and Investment Analys;en
SPORTS;https://talksport.com/football/741702/liverpool-transfer-news-live-de-bruyne-henderson-mane-premier-league-thiago-origi/;talksport.com;2020-08-15 20:41:48;Liverpool transfer news LIVE: Thiago ‘says goodbye to Bayern teammates’, Wijnaldum contract update, Origi wan;en
HEALTH;https://www.businessinsider.com.au/new-mexico-man-plague-death-2020-8;businessinsider.com.au;2020-08-08 20:17:08;A man in his 20s died of the plague in New Mexico's first reported death from the infection in years;en
NATION;https://timesofindia.indiatimes.com/city/bengaluru/riot-hit-areas-of-bengalurus-pulakeshinagar-resemble-war-zone/articleshow/77502311.cms;timesofindia.indiatimes.com;2020-08-12 09:25:00;Riot-hit areas of Bengaluru's Pulakeshinagar resemble war zone;en
ENTERTAINMENT;https://www.digitalspy.com/soaps/emmerdale/a33581607/emmerdale-spoilers-gabby-thomas-leyla-harding-caught-out/;digitalspy.com;2020-08-12 09:08:00;Emmerdale's Gabby Thomas is caught out for stalking Leyla Harding;en
BUSINESS;https://scientect.com/uncategorized/24786/ethylene-propylene-diene-monomer-epdm-rubber-market-share-size-2020-covid-19-impact-on-industry-overview-key-players-analysis-emerging-opportunities-comprehensive-research-study-competitive-lan/;scientect.com;2020-08-13 12:44:00;Ethylene Propylene Diene Monomer (EPDM) Rubber Market Share, Size 2020 COVID-19 Impact on Industry Overview, Key Players Analysis, Emerging Opportunities, Comprehensive Research Study, Competitive Landscape and Potential of Industry from 2020-2026;en
ENTERTAINMENT;https://www.theguardian.com/tv-and-radio/2020/aug/05/press-hounded-caroline-flack-her-mother-tells-inquest;theguardian.com;2020-08-05 12:59:00;Caroline Flack's friends feared she was suicidal night before death, inquest told;en
HEALTH;https://ewn.co.za/2020/08/05/do-you-really-need-to-party-who-asks-world-s-youth;ewn.co.za;2020-08-05 13:30:24;'Do you really need to party?' WHO asks world's youth;en
BUSINESS;https://scientect.com/news/34727/global-popcorn-makers-market-2026-size-key-companies-trends-growth-and-regional-forecasts-research/;scientect.com;2020-08-13 19:23:00;Global Popcorn Makers Market 2026 Size, Key Companies, Trends, Growth And Regional Forecasts Research;en
HEALTH;https://atlantic.ctvnews.ca/n-s-has-4-active-covid-19-cases-after-new-case-identified-in-northern-zone-1.5067371;atlantic.ctvnews.ca;2020-08-17 15:52:00;N.S. has 4 active COVID-19 cases after new case identified in northern zone;en
ENTERTAINMENT;http://www.daijiworld.com/news/newsDisplay.aspx?newsID=741884;daijiworld.com;2020-08-17 15:50:31;'Pachtaoge' director reacts to comparisons with Beyonce's song;en
HEALTH;https://www.mirror.co.uk/news/politics/coronavirus-lockdown-curbs-parts-north-22531389;mirror.co.uk;2020-08-16 21:09:00;Coronavirus lockdown curbs in parts of the North could be relaxed in a few days;en
TECHNOLOGY;https://mp1st.com/news/hood-outlaws-legends-announced-will-be-a-multiplayer-pvpve-heist-game;mp1st.com;2020-08-06 22:57:07;Hood: Outlaws & Legends Announced, Will Be a Multiplayer PvPvE Heist Game;en
NATION;https://www.herald.co.zw/auction-system-to-boost-smes/;herald.co.zw;2020-08-07 01:46:40;Auction system to boost SMEs;en
NATION;https://www.cbc.ca/news/canada/manitoba/arrest-sexual-assault-teen-girl-1.5686624;cbc.ca;2020-08-14 16:36:00;Man charged in sexual assault of teenage girl in Winnipeg;en
TECHNOLOGY;https://www.thesun.ie/tech/5784269/motorola-razr-5g-flip-phone-september/;thesun.ie;2020-08-14 16:19:42;Iconic Motorola Razr returning as a ‘5G flip phone’ on September 9 – with 4x the storage of a regular iPhon;en
SPORTS;https://www.essentiallysports.com/he-is-eyeing-the-french-open-nick-kyrgios-reacts-to-rafael-nadal-pulling-out-of-us-open-2020/;essentiallysports.com;2020-08-06 13:58:00;“He Is Eyeing the French Open” – Nick Kyrgios Reacts to Rafael Nadal Pulling Out of US Open 2020;en
ENTERTAINMENT;https://dailypost.ng/2020/08/08/bbnaija-2020-you-make-me-have-erection-ozo-tells-nengi-video/;dailypost.ng;2020-08-08 07:13:28;BBNaija 2020: You make me have erection – Ozo tells Nengi [VIDEO];en
HEALTH;https://www.manchestereveningnews.co.uk/news/greater-manchester-news/greater-manchester-coronavirus-charts-rates-18749105;manchestereveningnews.co.uk;2020-08-11 12:07:00;These charts show what has happened to coronavirus rates in every Greater Manchester area since local lockdown;en
HEALTH;https://www.india.com/lifestyle/this-therapy-can-combat-secondary-infections-in-corona-patients-4104391/;india.com;2020-08-06 16:26:57;This Therapy Can Combat Secondary Infections in Corona Patients;en
NATION;https://www.theguardian.com/world/2020/aug/14/orkney-coronavirus-cluster-linked-to-fishing-boat-from-peterhead;theguardian.com;2020-08-14 10:36:59;Orkney coronavirus cluster linked to fishing boat from Peterhead;en
SPORTS;https://sg.news.yahoo.com/cycling-groenewegen-apologises-crash-jakobsen-032651562.html;sg.yahoo.com;2020-08-07 04:33:51;Cycling: Groenewegen apologises for crash with Jakobsen;en
SCIENCE;https://ommcomnews.com/science-tech/nasa-doing-away-with-harmful-nicknames-for-cosmic-objects;ommcomnews.com;2020-08-06 16:16:18;NASA Doing Away With ‘Harmful’ Nicknames For Cosmic Objects;en
ENTERTAINMENT;https://www.filmibeat.com/bollywood/news/2020/subhash-ghai-responds-to-mahima-chaudhry-bullying-claims-i-am-amused-reading-this-news-302596.html;filmibeat.com;2020-08-12 13:38:56;Subhash Ghai Responds To Mahima Chaudhry’s Bullying Claims: I Am Amused Reading This News;en
BUSINESS;https://www.livemint.com/market/mark-to-market/moratorium-end-may-pull-down-core-income-growth-for-banks-11596606338216.html;livemint.com;2020-08-05 05:58:45;A moment of reckoning for core income growth of banks, if moratorium ends;en
NATION;https://www.cbc.ca/news/canada/edmonton/alta-oilsands-monitoring-1.5673433;cbc.ca;2020-08-04 13:15:00;Alberta, Ottawa sign deal that reduces oilsands environmental monitoring;en
SPORTS;https://www.goal.com/en-us/news/man-utds-aliou-traore-set-to-join-caen-on-loan/yvnxnlc69ic51vmxvk2cmvfb0;goal.com;2020-08-16 03:02:44;Man Utd's Aliou Traore set to join Caen on loan;en
ENTERTAINMENT;https://www.cinemablend.com/news/2551788/apparently-keanu-reeves-girlfriend-alexandra-grant-is-with-him-while-he-films-the-matrix-4;cinemablend.com;2020-08-04 18:46:00;Apparently, Keanu Reeves’ Girlfriend Alexandra Grant Is With Him While He Films The Matrix 4;en
NATION;https://www.thesun.ie/news/5774733/ireland-weather-met-eireann-thunderstorm-warning-heatwave/;thesun.ie;2020-08-12 16:49:27;Ireland weather – Met Eireann ‘torrential’ rain warning for seven counties as 25C heat on way;en
WORLD;https://allafrica.com/stories/202008150160.html;allafrica.com;2020-08-15 08:37:35;Kenya: Odinga Accuses Judiciary of Stonewalling Govt Development Agenda in Nyanza;en
NATION;https://www.peacefmonline.com/pages/local/news/202008/423585.php;peacefmonline.com;2020-08-14 11:59:13;More Than 187000 Benefit From Water Project As CWSA Brings Life To Central Region;en
SPORTS;https://www.essentiallysports.com/ufc-fight-night-lewis-vs-oleinik-news-wow-insane-ko-by-andrew-sanchez-at-ufc-fight-night-wellington-turman/;essentiallysports.com;2020-08-09 00:49:00;WOW! Insane KO by Andrew Sanchez at UFC Fight Night;en
BUSINESS;https://startupng.com.ng/uncategorized/8294/automotive-air-intake-manifold-market-enhancement-latest-trends-growth-and-opportunity-during-2020-to-2027-mahle-mannhummel-sogefi-aisin-seiki/;startupng.com.ng;2020-08-14 12:31:00;Automotive Air Intake Manifold Market Enhancement, Latest Trends, Growth and Opportunity during 2020 to 2027 | Mahle, MANN+HUMMEL, Sogefi, Aisin Seiki;en
SPORTS;https://www.manchestereveningnews.co.uk/sport/football/football-news/manchester-united-sevilla-score-prediction-18771275;manchestereveningnews.co.uk;2020-08-16 15:46:00;We simulated Manchester United vs Sevilla to get a score prediction;en
BUSINESS;https://www.fool.com/earnings/call-transcripts/2020/08/07/cytomx-therapeutics-inc-ctmx-q2-2020-earnings-call.aspx;fool.com;2020-08-07 20:00:44;CytomX Therapeutics, Inc. (CTMX) Q2 2020 Earnings Call Transcript;en
TECHNOLOGY;https://www.theverge.com/2020/8/13/21366438/apple-fortnite-ios-app-store-violations-epic-payments;theverge.com;2020-08-13 18:59:23;Apple just kicked Fortnite off the App Store;en
BUSINESS;https://www.bbc.co.uk/news/business-53675467;bbc.co.uk;2020-08-06 12:11:15;Bank of England: Coronavirus downturn less severe than feared;en
ENTERTAINMENT;https://www.vulture.com/2020/08/the-good-doctor-covid-19-episode.html;vulture.com;2020-08-06 19:28:00;The Good Doctor Plans to Return With a Coronavirus Episode, Once It Can Start Filming;en
SPORTS;https://www.thestar.com.my/sport/cycling/2020/08/04/cycling-rising-talent-riedmann-dies-aged-17-after-training-accident;thestar.com.my;2020-08-04 10:08:00;Cycling: Rising talent Riedmann dies aged 17 after training accident;en
NATION;https://www.untvweb.com/news/davao-mayor-sara-duterte-calls-out-fault-finders-of-govt-anti-covid-19-efforts/;untvweb.com;2020-04-21 05:31:17;Davao Mayor Sara Duterte calls out 'fault finders' of gov't anti-COVID-19 efforts;en
TECHNOLOGY;https://www.kotaku.com.au/2020/08/players-think-red-dead-onlines-latest-update-made-their-horses-dumber/;kotaku.com.au;2020-08-07 17:30:00;Players Think Red Dead Online’s Latest Update Made Their Horses Dumber;en
ENTERTAINMENT;https://www.insider.com/joey-king-jacob-elordi-working-together-exes-kissing-booth-2-2020-8;insider.com;2020-08-11 15:04:01;'The Kissing Booth 2' star Joey King on working with ex Jacob Elordi - Insider;en
BUSINESS;https://www.usatoday.com/story/travel/destinations/2020/08/14/las-vegas-hotel-casino-reopenings-mgm-resorts-to-reopen-mirage/5582803002/;usatoday.com;2020-08-14 18:05:26;MGM Resorts to reopen another Las Vegas hotel in time for Labor Day: The Mirage;en
NATION;https://www.myjoyonline.com/news/national/nationwide-voters-registration-exercise-ends-on-thursday-with-mop-up-at-weekend/;myjoyonline.com;2020-08-06 08:04:22;Nationwide voters' registration exercise ends on Thursday with mop-up at weekend;en
ENTERTAINMENT;https://wccftech.com/batman-gotham-knights-suicide-squad-kill-the-justice-league-dc-fandome/;wccftech.com;2020-08-14 15:46:24;Batman and Suicide Squad: Kill the Justice League Reveals Confirmed for DC FanDome;en
ENTERTAINMENT;https://www.foxnews.com/entertainment/ewan-mcgregor-split-fortune-divorce-eve-mavrakis;foxnews.com;2020-08-17 12:09:29;Ewan McGregor to lose half of his TV and movie fortune in divorce settlement;en
BUSINESS;https://www.nst.com.my/world/world/2020/08/615243/canadian-brewer-apologises-naming-beer-pubic-hair-maori;nst.com.my;2020-08-09 08:02:57;Canadian brewer apologises for naming beer 'pubic hair' in Maori;en
NATION;https://www.dailytrust.com.ng/el-rufai-give-presidency-to-south-in-2023.html;dailytrust.com.ng;2020-08-09 02:01:00;I won’t contest for president in 2023 — El-Rufai;en
SPORTS;https://www.news.com.au/sport/golf/tiger-woods-son-charlie-dominates-junior-golf-tournament/news-story/8b245c1008485a1122ae3859df4d507b;news.com.au;2020-08-17 03:57:47;Tiger Woods’ son Charlie dominates junior golf tournament;en
NATION;https://www.vanguardngr.com/2020/08/imo-north-bye-election-imo-apc-goes-for-consensus-candidate/;vanguardngr.com;2020-08-17 03:15:00;Imo North Bye-election: Imo APC goes for consensus candidate, sets up 9-man committee;en
SPORTS;https://www.corkbeo.ie/culture/whats-on-news/cork-built-powerboat-sets-new-18743111;corkbeo.ie;2020-08-10 07:39:00;Watch: Cork-built powerboat sets new Fastnet Record;en
HEALTH;https://www.thejakartapost.com/news/2020/08/07/indonesia-to-start-phase-iii-clinical-trials-of-sinovac-covid-19-vaccine-on-tuesday.html;thejakartapost.com;2020-08-07 11:23:00;Indonesia to start phase III clinical trials of Sinovac COVID-19 vaccine on Tuesday - The Jakarta Post;en
TECHNOLOGY;https://www.gsmarena.com/samsung_galaxy_watch3_come_with_more_features_lte_variants_in_both_sizes-news-44618.php;gsmarena.com;2020-08-05 14:15:03;Samsung Galaxy Watch3 come with more features, LTE variants in both sizes news;en
WORLD;https://news.trust.org/item/20200809080241-gqw2f/;news.trust.org;2020-08-09 08:50:00;Philippine reports 61 more coronavirus deaths, biggest spike...;en
HEALTH;https://newsaf.cgtn.com/news/2020-08-13/Polio-vaccination-campaigns-restart-in-Afghanistan-and-Pakistan--SUdFOyi6Xe/index.html;newsaf.cgtn.com;2020-08-12 18:43:07;Polio vaccination campaigns restart in Afghanistan and Pakistan;en
WORLD;https://news.sky.com/story/beirut-explosion-lebanon-pm-to-resign-within-hours-as-entire-government-steps-down-12046586;news.sky.com;2020-08-10 14:58:09;Beirut explosion: Lebanon PM to resign within hours - as entire government steps down;en
BUSINESS;https://www.reuters.com/article/noble-energy-ma-chevron/chevron-sought-stake-in-noble-energys-gas-field-before-bidding-for-company-idUSL1N2FD1Z3;reuters.com;2020-08-11 21:03:00;Chevron sought stake in Noble Energy's gas-field before bidding for company;en
BUSINESS;https://finance.yahoo.com/news/softbank-under-reported-income-380-022649593.html;finance.yahoo.com;2020-08-04 02:29:14;SoftBank under-reported income by $380 million - source;en
NATION;https://www.thesundaily.my/local/govt-to-study-proposal-on-imposing-a-vacancy-tax-on-unsold-luxury-condominiums-in-klang-valley-minister-XE3457819;thesundaily.my;2020-08-13 08:23:00;Govt to study proposal on imposing a vacancy tax on unsold luxury condominiums in Klang Valley : Minister;en
SCIENCE;https://www.cnet.com/news/new-spacex-starship-fails-to-fire-next-launch-attempt-on-tuesday/;cnet.com;2020-08-04 01:07:00;"New SpaceX Starship fails to fire; next launch attempt on Tuesday";en
NATION;https://ottawa.ctvnews.ca/two-hospitalized-with-serious-injuries-after-east-end-crash-1.5055273;ottawa.ctvnews.ca;2020-08-07 15:02:00;Two hospitalized with serious injuries after east-end crash;en
SPORTS;https://www.planetfootball.com/quick-reads/the-players-with-the-most-combined-goals-and-assists-in-every-pl-season/;planetfootball.com;2020-08-09 16:00:40;The players with the most combined goals and assists in every PL season;en
ENTERTAINMENT;https://www.asiaone.com/entertainment/who-will-be-next-james-bond-8-candidates-007-after-no-time-die;asiaone.com;2020-08-11 07:38:00;Who will be the next James Bond? 8 candidates for 007 after No Time to Die;en
ENTERTAINMENT;https://www.trtworld.com/art-culture/japanese-monk-releases-beatboxing-musical-outreach-amid-covid-19-lockdown-38712;trtworld.com;2020-08-07 04:48:19;Japanese monk releases beatboxing musical outreach amid Covid-19 lockdown;en
SPORTS;https://www.modernghana.com/sports/1023045/big-u-turn-hearts-of-oak-offer-joseph-esso-fresh.html;modernghana.com;2020-08-14 13:52:28;BIG U-TURN: Hearts of Oak Offer Joseph Esso Fresh Two Year Deal;en
SPORTS;https://www.si.com/soccer/manchestercity/transfer-rumours/man-city-seemingly-close-in-on-napoli-centre-back-kalidou-koulibaly-the-daily-transfer-round-up-17;si.com;2020-08-12 20:03:25;Man City seemingly close in on Napoli centre-back Kalidou Koulibaly - The Daily Transfer Round-Up | #17;en
WORLD;https://punchng.com/twitter-tiktok-consider-merger/;punchng.com;2020-08-09 07:06:49;Twitter, TikTok consider merger;en
SPORTS;https://www.eurosport.com/football/transfers/2019-2020/transfer-news-live_sto7819443/story.shtml;eurosport.com;2020-08-05 11:08:09;Transfer news LIVE - Nathan Ake in Manchester for medical, Arsenal offer Willian deal and more;en
HEALTH;https://www.ynetnews.com/article/054C7FS4H;ynetnews.com;2020-08-06 16:55:00;Health Ministry reports 1,055 new coronavirus cases;en
